Drug1,Drug2,d_A,d_B,d_AB,s_AB,AB_Min,AB_Mean
CLOUD091,CLOUD238,2.2,0,None,None,None,None
CLOUD091,CLOUD239,2.2,0,2.66666666667,1.56666666667,3.0,3.0
CLOUD091,CLOUD240,2.2,0,3.0,1.9,3.2,3.2
CLOUD091,CLOUD241,2.2,2.18181818182,2.3125,0.121590909091,2.6,3.018181818181818
CLOUD091,CLOUD242,2.2,0,None,None,None,None
CLOUD091,CLOUD243,2.2,0,2.66666666667,1.56666666667,2.8,2.8
CLOUD091,CLOUD244,2.2,1.66666666667,2.375,0.441666666667,2.6,2.7333333333333334
CLOUD091,CLOUD245,2.2,0,None,None,None,None
CLOUD091,CLOUD246,2.2,2.0,2.5,0.4,2.8,2.8666666666666667
CLOUD091,CLOUD247,2.2,0,2.5,1.4,2.6,2.6
CLOUD091,CLOUD248,2.2,0,None,None,None,None
CLOUD091,CLOUD249,2.2,0,None,None,None,None
CLOUD091,CLOUD250,2.2,0,None,None,None,None
